NO,NAMA PPIU,NOMOR SK,KONTAK & ALAMAT,CABANG,
311,"PT. ALSEGGAF TRAVEL UMRAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02200014823430001
TGL SK: 19-10-2022
DIREKTUR: FAHMI A ASSEGAF","JALAN H.S MARTA NOMOR 9, DESA LIMUS, KECAMATAN CILEUNGSI, KABUPATEN BOGOR RT-RW: 000-000, KELURAHAN LIMUSNUNGGAL, KECAMATAN CILEUNGSI, KAB. BOGOR, JAWA BARAT EMAIL : ASSEGAF.FAHMI123@GMAIL.COM TELP. 08118820472",0,Detail
312,"PT. ALSHA MUTIARA PERSADA
Akreditasi: A
Tgl Akreditasi: 01-02-2024
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.401 TAHUN 2020
TGL SK: 08-11-2020
DIREKTUR: FIKRY SHAHAB","JL. CONDET RAYA NO. 63, RUKO MAHKOTA REGENCY RT. 011 RW. 03, KELURAHAN KRAMATJATI, KECAMATAN KRAMATJATI, KOTA ADMINISTRASI JAKARTA TIMUR, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02187787274 EMAIL: ALSHATOURTRAVEL@GMAIL.COM",0,Detail
313,"PT. ALSHAFWA INDONESIA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","10122100024410001
TGL SK: 27-01-2022
DIREKTUR: IR MUKHLIS","""BTN MINASA UPA BLOK E4 NO.21 RT/RW: 001/007, KELURAHAN GUNUNG SARI, KECAMATAN RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN TELP. 081241173573 EMAIL : ALSHAFWAWISATA@GMAIL.COM",0,Detail
314,"PT. ALSHARIF WISATA INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91204037524530002
TGL SK: 11-05-2024
DIREKTUR: HABIB ABDULLAH MUHAMMAD AL SHARIF","JL. HANJAWAR PACET GEDUK RT-RW: 001-007, KELURAHAN PALASARI, KECAMATAN CIPANAS, KAB. CIANJUR, JAWA BARAT. TELEPON : 02632950950 EMAIL : ALSHARIFINDONESIA25@GMAIL.COM",0,Detail
315,"PT. ALSHAWQ HAROMAIN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","08032300654320002
TGL SK: 02-10-2024
DIREKTUR: siti nuraliyah","JALAN MAYOR TNI AD NO. 21 SUNGAI AMPAL RT-RW: 57-0, KELURAHAN SUMBER REJO, KECAMATAN BALIKPAPAN TENGAH, KOTA BALIKPAPAN, KALIMANTAN TIMUR. TELEPON ; 082148722289 EMAIL ; ALSHAWQHAROMAIN43@GMAIL.COM",0,Detail
316,"PT. ALSTA MUMTAZA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","25112200439960003
TGL SK: 15-03-2023
DIREKTUR: SEPTIA WIDYA NINGSIH, S.Sos","JALAN BUSTAMAM GANG WIJAYA KUSUMA XV KOMPLEK GRIYA PINANG MAS BLOK F6 PASAR X TEMBUNG RT-RW: -, KELURAHAN BANDAR KHALIPAH, KECAMATAN PERCUT SEI TUAN, KAB. DELI SERDANG, SUMATERA UTARA. TELEPON : 08126481574 EMAIL : ALSTAMUMTAZA@GMAIL.COM",0,Detail
317,"PT. ALSUNGKAR BERKAH WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02202051901870001
TGL SK: 03-03-2023
DIREKTUR: SAMIE SUNGKAR","GANG BERINGIN NOMOR 17 RT-RW: 011-000, KELURAHAN , KECAMATAN , KOTA BANDAR LAMPUNG, LAMPUNG ALSUNGKARBERKAHWISATA@GMAIL.COM 081273548621",0,Detail
318,"PT. ALSYARIF TOUR TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","24112100437680002
TGL SK: 25-01-2024
DIREKTUR: HADIJAH","KAMPUNG KALISUREN RT-RW: 002-002, KELURAHAN KALISUREN, KECAMATAN TAJURHALANG, KAB. BOGOR, JAWA BARAT. TELEPON : 08111719774 EMAIL : ZAKIYAHNEWTRAVEL@GMAIL.COM",0,Detail
319,"PT. ALTARAH PERDANA MULIA KELANA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201130320430001
TGL SK: 11-05-2024
DIREKTUR: Budhi Swandito","JL. BAMBU KUNING SELATAN NO. 92 RT-RW: 004-003, KELURAHAN SEPANJANGJAYA, KECAMATAN RAWALUMBU, KOTA BEKASI, JAWA BARAT. TELEPON : 0811310050 EMAIL : BUDHI.SWANDITO@GMAIL.COM",0,Detail
320,"PT. ALTHAIBA BRILLIAN UTAMA
Akreditasi: A
Tgl Akreditasi: 25-09-2023
Lembaga Akreditasi: PT. EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","91205002922110002
TGL SK: 12-01-2022
DIREKTUR: THOMO HENDRAWAN","JALAN PLERET UTAMA BARAT I, RT 003 RW 012, DESA/KELURAHAN BANYUANYAR, KEC. BANJARSARI, KOTA SURAKARTA, PROVINSI JAWA TENGAH TELP. 02717473844 EMAIL : TRAVELALTHAIBA@GMAIL.COM",0,Detail
321,"PT. ALTOUR LABIB UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02202003704960003
TGL SK: 19-10-2022
DIREKTUR: APRILIA RIZKI, SE","JL. RAYA JATIASIH NO. 12 (SAMPING BANK BNI ) RT-RW: 04-02, KELURAHAN JATIRASA, KECAMATAN JATIASIH, KOTA BEKASI, JAWA BARAT EMAIL : ALTOURLABIBUTAMA@GMAIL.COM TELP. 081281101515",0,Detail
322,"PT. ALTOUR YASA ABADI
Akreditasi: B
Tgl Akreditasi: 11-12-2023
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.400 TAHUN 2020
TGL SK: 08-11-2020
DIREKTUR: SLAMET ARIFIN",JALAN RAYA PARPOSTEL NOMOR 101 RT 002 RW 001 KEL JATILUHUR KEC JATIASIH KOTA BEKASI PROVINSI JAWA BARAT TELP. 02182752149 EMAIL: ALTOURWISATA@YAHOO.COM,0,Detail
323,"PT. ALTUR WISATA MULIA
Akreditasi: B
Tgl Akreditasi: 20-10-2020
Lembaga Akreditasi: PT. INTI MULTIMA SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.521 TAHUN 2020
TGL SK: 16-12-2020
DIREKTUR: YULIANTO HERMAWAN","RUKO HARVEST R-01, LT. 1, JL. WR. SUPRATMAN RT. 002-009, KEL. CEMPAKA PUTIH, KEC. CIPUTAT TIMUR, KOTA TANGERANG SELATAN, BANTEN, TELP. (021) 74714652, 27598617, EMAIL: ALTUR_WISATA@YAHOO.COM",6,Detail
324,"PT. ALVATA GEMILANG
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02060009326510002
TGL SK: 10-02-2023
DIREKTUR: EVI PURNAMAWATI","RUKO RADEN INTEN CENTER NO 8A JL RADEN INTEN II RT-RW: 003-002, KELURAHAN , KECAMATAN , KOTA ADM. JAKARTA TIMUR, DKI JAKARTA ALVATAGEMILANG123@GMAIL.COM 0818864086",0,Detail
325,"PT. ALVIANDRA EDU WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","16032300311480002
TGL SK: 13-06-2024
DIREKTUR: INDRA WIJAYA","JL. SLAWI NO.2 KP. PEDURENAN RT-RW: 006-004, KELURAHAN CIBURAYUT, KECAMATAN CIGOMBONG, KAB. BOGOR, JAWA BARAT. TELEPON : 08561127814 EMAIL : ALVIANDRAEDUWISATA@GMAIL.COM",0,Detail
326,"PT. ALWAFA AKHWAN UMMAH WISATA
Akreditasi: A
Tgl Akreditasi: 20-06-2024
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","(NOMOR U.105 TAHUN 2022) NOMOR 12052200045490002
TGL SK: 15-11-2022
DIREKTUR: ABDUL GHOFUR","JL ARIEF RAHMAN HAKIM NO. 97KECAMATAN BEJI, KOTA DEPOK 14621 JAWA BARAT TELP. 087777707163 EMAIL: ALWAFAAKHWANUMMAH05@GMAIL.COM",0,Detail
327,"PT. ALWAFIDEEN TOURS DAN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","11032200324350003
TGL SK: 23-12-2023
DIREKTUR: MONAYA FATHIYYAH","JL. GAHARU NO. 216 A RT-RW: 007-010, KELURAHAN WIJAYA KUSUMA, KECAMATAN GROGOL PETAMBURAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA. TELEPON : 0216540177 EMAIL : ALWAFIDEEN.TRAVEL@GMAIL.COM",0,Detail
328,"PT. ALWALIDAIN WISATA MUSLIM
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91205038216970001
TGL SK: 05-03-2021
DIREKTUR: RUSDI THALIB","JL MATRAMAN I NO.07 RT-RW: 015-010, KELURAHAN KEBON MANGGIS, KECAMATAN MATRAMAN, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA EMAIL : ALWALIDAINWISATA@GMAIL.COM TELP. 02185907401",0,Detail
329,"PT. ALWAN MIFTAH PRATAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","01022300008090002
TGL SK: 23-10-2024
DIREKTUR: GILANG PANJI PRATAMA","RUKAN DE' KAHFI, JL. MOCH. KAHFI II NO. 23 RT-RW: 007-003, KELURAHAN CIPEDAK, KECAMATAN JAGAKARSA, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 085715389900 EMAIL : TOURS.AMP@GMAIL.COM",0,Detail
330,"PT. ALWAN ZAHIRA
Akreditasi: B
Tgl Akreditasi: 08-12-2020
Lembaga Akreditasi: PT. TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.129 TAHUN 2021
TGL SK: 25-02-2021
DIREKTUR: HJ. SRIE MULYATI",JLN. AM. SANGAJI NO. 2 KEL. BANDARA KEC. SUNGAI PINANG SAMARINDA KALIMANTAN TIMUR TELP. 0541749678 EMAIL: ALWAN.IZINUMROH2020@GMAIL.COM,0,Detail
331,"PT. ALYA MULTAZAM WISATA
Akreditasi: A
Tgl Akreditasi: 20-12-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.407 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: H. PUJIONO",JALAN VETERAN PASAR V KOMPLEK PTPN II NO. 16 KELURAHAN HELVETIA KECAMATAN LABUHAN DELI KABUPATEN DELI SERDANG PROVINSI SUMATERA UTARA TELP. 06180862118 EMAIL: ALYAMULTAZAMWISATA77@GMAIL.COM,0,Detail
332,"PT. ALYA ZAMZAMI AURA
Akreditasi: B
Tgl Akreditasi: 15-09-2020
Lembaga Akreditasi: PT. TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.334 TAHUN 2020
TGL SK: 24-09-2020
DIREKTUR: HJ. SITI ALIYAH, S.E.","JL. TERATAI PUTIH RAYA NO. 9J RT. 006/013 PERUMNAS KLENDER, KEL. MALAKA JAYA, KEC. DUREN SAWIT - JAKARTA TIMUR, DKI JAKARTA TELP: 0218602710 EMAIL: AZA_TOUR@YAHOO.COM",1,Detail
333,"PT. ALZAM MANDIRI WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","IZIN: 29042200007580004 (29042200007580001)
TGL SK: 26-10-2024
DIREKTUR: KHAIRUL UMAM","RUKO CILEDUG MAS BLOK C9-C10 JALAN HOS COKROAMINOTO RT-RW: 003-004, KELURAHAN SUDIMARA TIMUR, KECAMATAN CILEDUG, KOTA TANGERANG, BANTEN. EMAIL : ALZAM@BISA.ID TELP. 08159888154",0,Detail
334,"PT. ALZAMZAMI MEKAH WISATA
Akreditasi: A
Tgl Akreditasi: 05-01-2024
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR 54 TAHUN 2018
TGL SK: 09-02-2018
DIREKTUR: H. MOH FAISAL, S.E","JL. CUT NYAK DHIEN LINGK. SUBUR RT-RW. 007-002, KEL. WINDU SENGKAHAN, KEC. KUNINGAN, KAB. KUNINGAN, JAWA BARAT TELP. (0232) 8900099, 874173, FAX. (0232) 8900199 EMAIL: INFO@ALZAMZAMI.CO.ID",0,Detail
335,"PT. AMALIA ANUGERAH WISATA
Akreditasi: C
Tgl Akreditasi: 15-06-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","NOMOR U.134 TAHUN 2020
TGL SK: 15-06-2020
DIREKTUR: DARA PUSPITA SARI",WISMA ANGSANA BLOK N JALAN RAJAWALI TIMUR RT. 010 RW. 004 KELURAHAN PASAR MINGGU KECAMATAN PASAR MINGGU KOTA ADMINISTRASI JAKARTA SELATAN PROVINSI DKI JAKARTA TELP. 02127533412 EMAIL: AMALIANUGERAH19@GMAIL.COM,0,Detail
336,"PT. AMAN HAROMAIN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","12102200282740003
TGL SK: 22-02-2024
DIREKTUR: MESTER HASUHUNAN HAMZAH","JALAN RAYA PEKANBARU-DURI KILOMETER 78 RT-RW: 001-004, KELURAHAN KANDIS KOTA, KECAMATAN KANDIS, KAB. SIAK, RIAU. TELEPON : 081277216608 EMAIL : MESTERHAMZAH1975@GMAIL.COM",0,Detail
337,"PT. AMAN INSAN WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02201052418090002
TGL SK: 22-10-2023
DIREKTUR: ERY DWI SUKMARINI, SE","JALAN BAHAGIA BLOK AD NOMOR 5 RT-RW: 001-019, KELURAHAN JATIRAHAYU, KECAMATAN PONDOKMELATI, KOTA BEKASI, JAWA BARAT. TELEPON : 02185502234 EMAIL : AMANINSANWISATA88@GMAIL.COM",0,Detail
338,"PT. AMANA BERKAH MANDIRI
Akreditasi: C
Tgl Akreditasi: 27-02-2024
Lembaga Akreditasi: PT TRIFOS INTERNATIONAL SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.304 TAHUN 2021
TGL SK: 21-06-2021
DIREKTUR: ACHMAD RIFAI GATOT","JALAN TEGALTURI RUKO GIWANGAN KAV. NO. 5, KEL. GIWANGAN, KEC. UMBULHARJO, KOTA YOGYAKARTA, PROV. DAERAH ISTIMEWA YOGYAKARTA TELEPON : 02742872489 EMAIL : JOGJAAMANATOUR@GMAIL.COM",0,Detail
339,"PT. AMANAH AINIE WISATA TOUR DAN TRAVEL
Akreditasi: A
Tgl Akreditasi: 09-11-2020
Lembaga Akreditasi: PT. ENHAII MANDIRI 186
STATUS DAFTAR HITAM: TIDAK","NOMOR U.78 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: FATHUR ROHMAN MARWAN","JL TRANS KALIMANTAN, AMBAWANG KUALA, RT 015/010, DESA SUNGAI AMBAWANG KUALA, KEC SUNGAI AMBAWANG KAB, KUBU RAYA PROVINSI KALIMANTAN BARAT TELP. 0561573858 EMAIL: AINIE.WISATA@GMAIL.COM",6,Detail
340,"PT. AMANAH AKBAR MANDIRI WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","26072200065290001
TGL SK: 04-11-2022
DIREKTUR: AHMAD EFFENDI HARAHAP","Jl. AHMAD YANI KOMPLEK GARDA ASRI No 45 RT-RW: -, KELURAHAN BAKARAN BATU, KECAMATAN RANTAU SELATAN, KAB. LABUHANBATU, SUMATERA UTARA amanahakbar8@gmail.com",0,Detail
341,"PT. AMANAH ANUGERAH WISATA
Akreditasi: B
Tgl Akreditasi: 03-09-2020
Lembaga Akreditasi: "" PT. MUTU AGUNG LESTARI""
STATUS DAFTAR HITAM: TIDAK","NOMOR U.374 TAHUN 2020 (NOMOR 244 TAHUN 2017)
TGL SK: 17-10-2020
DIREKTUR: ROIS MAHFUD","RUKO GRAHA MAS PEMUDA, BLOK AB 12, JL. PEMUDA, RT 003, RW 009, KELURAHAN JATI, KECAMATAN PULOGADUNG, KOTA ADMINISTRASI JAKARTA TIMUR PROVINSI DKI JAKARTA TELP. 02129688858 EMAIL : AMANAHHAJIUMROH@GMAIL.COM",0,Detail
342,"PT. AMANAH ARAFAH MAKKAH MADINAH
Akreditasi: B
Tgl Akreditasi: 27-10-2023
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","04092200404090001
TGL SK: 14-01-2023
DIREKTUR: MUHAMMAD SUBAI","""JALAN AHMAD YANI NOMOR 48, DESA-KELURAHAN SAYANG-SAYANG, KEC. CAKRANEGARA, KOTA MATARAM, PROVINSI NUSA TENGGARA BARAT, KODE POS: 83239"" AMANAHARAFAH.MAKKAHMADINAH@GMAIL.COM 081805510666",1,Detail
343,"PT. AMANAH ASYRAAF ABADI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","13082300381170001
TGL SK: 23-12-2023
DIREKTUR: CHRISTIEN CHANDRA PANCA","""RUKO GAHARU RESIDENCE BLOK C16 RT-RW: 004-007, KELURAHAN SUKATANI, KECAMATAN TAPOS, KOTA DEPOK, JAWA BARAT"". TELEPON : 0811944479 EMAIL ; INFO.AMANAHASYRAAFABADI@GMAIL.COM",0,Detail
344,"PT. AMANAH BAITULLAH TUR
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.388 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: M. IQBAL","JL. KH. WAHID HASIM NO. 8B RT 02. RW 02, KELURAHAN SUMAHILANG, KECAMATAN PEKANBARU KOTA, KOTA PEKANBARU, PROVINSI RIAU. KODE POS 28111 TELP: 07618049336 EMAIL: AMANAHBAITULLAH@GMAIL.COM",0,Detail
345,"PT. AMANAH BAITULLAH WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","13052200005020002
TGL SK: 14-11-2024
DIREKTUR: H. AZHAR MUSTAPA MUHAMMAD","RUKO QITA, JL. BYPASS SEDAYU-KURIPAN RT-RW: -, KELURAHAN KURIPAN, KECAMATAN KURIPAN, KAB. LOMBOK BARAT, NUSA TENGGARA BARAT. TELEPON ; 081337074851 EMAIL ; AMANAHBAITULLAHW@GMAIL.COM",0,Detail
346,"PT. AMANAH BERSAMA TOUR DAN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.412 TAHUN 2021
TGL SK: 29-07-2021
DIREKTUR: FAIR BERNADY","JL. RAYA PABUARAN NO. 19-A RT. 003-003, KEL. JATIRANGGON, KEC. JATISAMPURNA, KOTA BEKASI, JAWA BARAT, TELP. (021) 22323590, FAX. (021) 83702581, EMAIL: ABTOUR.STB@GMAIL.COM",0,Detail
347,"PT. AMANAH HAMDANI UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","15022300177730002
TGL SK: 30-09-2024
DIREKTUR: OKKY HERMAWAN, S.Pi, M.Si","RUKO NIRWANA EKSEKUTIF, JL. WONOREJO PERMAI RK-59 RT-RW: 003-004, KELURAHAN WONOREJO, KECAMATAN RUNGKUT, KOTA SURABAYA, JAWA TIMUR. TTELEPON : 081287831667 EMAIL : AMANAHHAMDANIUTAMA@GMAIL.COM",0,Detail
348,"PT. AMANAH IMAN INDONESIA
Akreditasi: C
Tgl Akreditasi: 06-12-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","NOMOR U.520 TAHUN 2020
TGL SK: 06-12-2020
DIREKTUR: AYU LINTANG KAWURYAN","JALAN PERUMNAS GG. KAPUAS B 18, CONDONGSARI, NGROPOH, RT. 08 RW. 62, CONDONGCATUR, DEPOK, SLEMAN, PROVINSI YOGYAKARTA TELP. 0274486591 EMAIL: AMANAHIMANINDONESIA@GMAIL.COM",0,Detail
349,"PT. AMANAH INDAH WISATA
Akreditasi: A
Tgl Akreditasi: 10-12-2021
Lembaga Akreditasi: PT. Ekualindo Artha Sinergi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.159 TAHUN 2020 (NOMOR 552 TAHUN 2018)
TGL SK: 13-07-2020
DIREKTUR: INDRA SETIAWAN, S.E.","RUKAN GRAND GALAXY BLOK,RSA 5 NO. 50 JL. BOULEVARD RAYA KELURAHAN JAKASETIA KECAMATAN BEKASI SELATAN, KOTA BEKASI, PROVINSI JAWA BARAT KODEPOS 17147 TELP. 02182758140 EMAIL: AIWATRAVELINDO@GMAIL.COM",0,Detail
350,"PT. AMANAH KARUNIA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","25012300439170005
TGL SK: 11-05-2024
DIREKTUR: M RIZA ISHAR SE","RUKO GRAND NGALIYAN SQUARE NOMOR 25 RT-RW: 000-000, KELURAHAN PURWOYOSO, KECAMATAN NGALIYAN, KOTA SEMARANG, JAWA TENGAH. TELEPON : 087770700800 EMAIL : UBAIDTOURS@GMAIL.COM",0,Detail
351,"PT. AMANAH MABRUR SAKINAH
Akreditasi: A
Tgl Akreditasi: 27-11-2023
Lembaga Akreditasi: PT. MSA CERTIFICATION
STATUS DAFTAR HITAM: TIDAK","NOMOR U.50 TAHUN 2021
TGL SK: 13-01-2021
DIREKTUR: ANIS HERAWATI","JL. PADAT KARYA NO. 56 KEL. SEMPAJA UTARA, KEC. SAMARINDA UTARA, KOTA SAMARINDA, PROV. KALIMANTAN TIMUR TELP. 05417776516 EMAIL: PT.AMANAHMABRURSAKINAH@GMAIL.COM",0,Detail
352,"PT. AMANAH MULIA WISATA
Akreditasi: B
Tgl Akreditasi: 18-05-2021
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.343 TAHUN 2021
TGL SK: 26-06-2021
DIREKTUR: ASEP ABDUL AZIS M. Z, SH, MH","JL. TAMAN CITARUM NO. 3, RT. 011, RT. 01, RW. 07, KEL. CITARUM, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT, TELP. (022) 4222015, 4205971, EMAIL:AMWATOUR_BDO@YAHOO.CO.UK",0,Detail
353,"PT. AMANAH MULTAZAM MANDIRI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201121115340002
TGL SK: 07-06-2022
DIREKTUR: SUFATMIATIN","JL. PERINTIS KEMERDEKAAN 62 B RT-RW: -, KELURAHAN PANDEYAN, KECAMATAN UMBULHARJO, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA TELP. 087845673399 EMAIL: AMANAHMULTAZAMMANDIRI@GMAIL.COM",4,Detail
354,"PT. AMANAH PERKASA MADINAH
Akreditasi: B
Tgl Akreditasi: 04-12-2023
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.501 TAHUN 2021
TGL SK: 08-11-2021
DIREKTUR: SISWATI","MUTIARA TAMAN PALEM BLOK D 1 NO. 55 KEL. CENGKARENG TIMUR, KEC. CENGKARENG, KOTA ADM. JAKARTA BARAT, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02129428908 EMAIL : SOFIA.SUKSES88@GMAIL.COM",0,Detail
355,"PT. AMANAH PUTRA WISATA
Akreditasi: A
Tgl Akreditasi: 16-10-2023
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.84 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: HJ. ISTIAMI",ALAMAT : JL. SIRNAGALIH RT. 005-RW. 002 KEL. CIKONDANG KEC. CITAMIANG KOTA SUKABUMI 43142 PROVINSI JAWA BARAT TELEPON : 0266-6244393 EMAIL : AMANAHPUTRA.TRAVEL@GMAIL.COM,0,Detail
356,"PT. AMANAH SAFARI INTERNASIONAL
Akreditasi: A
Tgl Akreditasi: 06-11-2023
Lembaga Akreditasi: PT SUCOFINDO(PERSERO)SBU SERTIFIKASI & ECO FRAMEWORK(SUCOFINDO INTERNATIONAL CERTIFICATION SERVICES)
STATUS DAFTAR HITAM: TIDAK","NOMOR U.409 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: ASIH PURWANTI","JALAN MAJAPAHIT NO. 6, KELURAHAN ENGGAL, KECAMATAN ENGGAL, KOTA BANDAR LAMPUNG, PROVINSI LAMPUNG TELP. 07216014282 EMAIL : AMANAHSAFARIINTERNASIONAL2021@GMAIL.COM",9,Detail
357,"PT. AMANAH SUKSES MUBARAK
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02380102311050001
TGL SK: 23-12-2023
DIREKTUR: DHENI ATMIASIH","JL. RADEN PATAH, RUKO PURI NIRWANA ESTATE NO 5 RT. 006, RW. 007, DESA LEDUG, KECAMATAN KEMBARAN, KABUPATEN BANYUMAS. RT-RW: 006-007, KELURAHAN , KECAMATAN , KAB. BANYUMAS, JAWA TENGAH. TELEPON : 085228731516 EMAIL ; AMANAHSUKSESMBRK@GMAIL.COM",0,Detail
358,"PT. AMANAH TANGGUH MANDIRI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","2302230042476
TGL SK: 23-12-2023
DIREKTUR: DRS. DARWIS HAMZAH","JL. SIROJUL MUNIR NO. 62 RT-RW: 002-006, KELURAHAN NANGGEWER, KECAMATAN CIBINONG, KAB. BOGOR, JAWA BARAT. TELEPON : 081210171957 EMAIL: AMANAHTANGGUHMANDIRII@GMAIL.COM",0,Detail
359,"PT. AMANAH TANGGUH MANDIRI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","23022300424760002
TGL SK: 18-03-2024
DIREKTUR: DRS. DARWIS HAMZAH","JL. SIROJUL MUNIR NO. 62 RT-RW: 002-006, KELURAHAN NANGGEWER, KECAMATAN CIBINONG, KAB. BOGOR, JAWA BARAT. TELEPON : 081210171957 EMAIL : AMANAHTANGGUHMANDIRII@GMAIL.COM",0,Detail
360,"PT. AMANAH TRAVEL INDONESIA
Akreditasi: B
Tgl Akreditasi: 27-09-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.427 TAHUN 2021 (NOMOR U.67 TAHUN 2020)
TGL SK: 30-08-2021
DIREKTUR: H DENI MASRI, S. E","JL. SISINGAMANGARAJA NO 45 KEL. KOTAMATSUM 3 KEC. MEDAN KOTA, KOTA MEDAN PROV SUMATERA UTARA TELP. 0617326981 EMAIL : AMANAHUMRAH_MEDAN@YAHOO.COM",3,Detail
